iter	Logloss
692	0.2181863292
693	0.2177833379
694	0.2173711885
695	0.2171967637
696	0.2168148402
697	0.2164381688
698	0.2159929341
699	0.2156615783
700	0.2151681166
701	0.2148048773
702	0.2144239938
703	0.2140546145
704	0.213580233
705	0.2131923865
706	0.2128874964
707	0.2125890191
708	0.2122782973
709	0.212037045
710	0.2117157167
711	0.2113372436
712	0.2108509073
713	0.2104576759
714	0.2100847248
715	0.2096105941
716	0.2092211203
717	0.2087571846
718	0.2084508439
719	0.2080632812
720	0.2075554612
721	0.2070990037
722	0.2066999858
723	0.206318407
724	0.205835126
725	0.2054482692
726	0.2050285351
727	0.2045826693
728	0.2042206553
729	0.2038171235
730	0.2035659466
731	0.2031573666
732	0.2028216014
733	0.2023823677
734	0.2020025415
735	0.2017336513
736	0.2013632229
737	0.2009698689
738	0.2006240074
739	0.2003152694
740	0.2000112922
741	0.1996991988
742	0.199416937
743	0.1990779225
744	0.1987062317
745	0.1983474521
746	0.198137042
747	0.197825722
748	0.197485583
749	0.1970718835
750	0.1966444876
751	0.1963166965
752	0.1960249839
753	0.1956743004
754	0.1952529059
755	0.1948715538
756	0.19436496
757	0.194017887
758	0.1937393163
759	0.1933792169
760	0.1929945641
761	0.192608152
762	0.1922490389
763	0.1918564717
764	0.1915762539
765	0.1913474676
766	0.1909963316
767	0.1906882569
768	0.1903248636
769	0.1900429422
770	0.1896992829
771	0.1894254437
772	0.1890764898
773	0.1886292126
774	0.1883053343
775	0.1879599595
776	0.1876738177
777	0.1873136069
778	0.186909246
779	0.1865161255
780	0.1861512062
781	0.1858462702
782	0.1854075421
783	0.1851784905
784	0.1849618329
785	0.1845521724
786	0.1840786058
787	0.1837091807
788	0.1834247337
789	0.1831035458
790	0.182808821
791	0.1824048461
792	0.1819881763
793	0.1815979178
794	0.1812675622
795	0.1809423728
796	0.1805864042
797	0.1802351539
798	0.1798911901
799	0.1795445829
800	0.1791623698
801	0.1788081601
802	0.1784567033
803	0.1780157402
804	0.1777190492
805	0.1773141765
806	0.1769904285
807	0.1765943681
808	0.1763057417
809	0.1759289858
810	0.175606581
811	0.1752248914
812	0.1748300407
813	0.1744701555
814	0.1741138803
815	0.173772048
816	0.1734002138
817	0.1729841489
818	0.1727456222
819	0.1723661324
820	0.1721093151
821	0.1717912936
822	0.1715319035
823	0.1711807851
824	0.1708119387
825	0.1704732581
826	0.1702125653
827	0.1699571728
828	0.1696887427
829	0.16930251
830	0.1689269986
831	0.1686096637
832	0.1682671957
833	0.1679707441
834	0.1676912413
835	0.1674035942
836	0.1670510908
837	0.1667228335
838	0.16647835
839	0.1662155504
840	0.1659240408
841	0.1656719514
842	0.1652606488
843	0.164942147
844	0.1646206521
845	0.164311528
846	0.1640313861
847	0.1637408156
848	0.1633655269
849	0.163086201
850	0.1628595457
851	0.1625774677
852	0.1623219231
853	0.1620359183
854	0.1617089131
855	0.1614985253
856	0.1612792279
857	0.1609655443
858	0.1607442939
859	0.1603605557
860	0.160141701
861	0.1598282536
862	0.1594876484
863	0.1591458331
864	0.1588522767
865	0.15859595
866	0.1583372958
867	0.1581162734
868	0.1578736855
869	0.1575833878
870	0.1572519023
871	0.1569704714
872	0.1566690603
873	0.1564373126
874	0.1561268454
875	0.1558214366
876	0.1555635413
877	0.1553389532
878	0.1550896856
879	0.154844824
880	0.154556515
881	0.1541881269
882	0.153960005
883	0.153645577
884	0.153304915
885	0.1530395146
886	0.1527845112
887	0.1524932177
888	0.1522038445
889	0.1519718852
890	0.1516587093
891	0.151384863
892	0.1510744657
893	0.1507673833
894	0.1504222912
895	0.150110567
896	0.1497630741
897	0.1494240887
898	0.1491479155
899	0.1488679443
900	0.1486013533
901	0.1483720078
902	0.1480628464
903	0.1477899487
904	0.1474447041
905	0.1471658691
906	0.1469082205
907	0.1465940716
908	0.1463524843
909	0.1460852012
910	0.1457501308
911	0.1454213337
912	0.1450879647
913	0.1448126998
914	0.144545189
915	0.1442364556
916	0.1440219216
917	0.1438054923
918	0.1436035696
919	0.1433406
920	0.1431020934
921	0.1428694245
922	0.1426194213
923	0.1423970598
924	0.142223597
925	0.1419691712
926	0.1416689875
927	0.1414593883
928	0.1412972378
929	0.1410127298
930	0.1407650854
931	0.1405197888
932	0.1402324804
933	0.1399814562
934	0.1396742223
935	0.1394501392
936	0.1391103291
937	0.1388922409
938	0.1386441075
939	0.1383936154
940	0.1382264561
941	0.1379448619
942	0.1376194087
943	0.1373708994
944	0.137130041
945	0.1368597379
946	0.1365247292
947	0.1362575697
948	0.1359960739
949	0.1357865832
950	0.1355309744
951	0.1352432127
952	0.1350026217
953	0.1347597054
954	0.1345248965
955	0.1343033177
956	0.1340688233
957	0.1338733755
958	0.1336628172
959	0.133408931
960	0.133176261
961	0.1328994734
962	0.132663166
963	0.1324097404
964	0.1321589871
965	0.1319253759
966	0.1316711452
967	0.1314572083
968	0.1312187847
969	0.1309740959
970	0.1307720535
971	0.1304794315
972	0.1302620736
973	0.1299888847
974	0.1297262572
975	0.1294135178
976	0.1291849514
977	0.1289926786
978	0.1287098683
979	0.1284495475
980	0.1282707203
981	0.128063345
982	0.1278414356
983	0.1276898684
984	0.1274669229
985	0.1272758208
986	0.1270350302
987	0.1267514342
988	0.1265417171
989	0.1263541695
990	0.1261853401
991	0.1259998604
992	0.1257410043
993	0.1255133497
994	0.125337306
995	0.1251161341
996	0.1248674445
997	0.1246048741
998	0.1243330879
999	0.1240927246
